Sample Count	Delta Time	Time Stamp	Time Milliseconds	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Core 0 CycleCount	Core 0 Event 0x16	Core 0 Event 0x17	Core 0 Event 0x04	Core 0 Event 0x03	Core 1 CycleCount	Core 1 Event 0x16	Core 1 Event 0x17	Core 1 Event 0x04	Core 1 Event 0x03	Core 2 CycleCount	Core 2 Event 0x16	Core 2 Event 0x17	Core 2 Event 0x04	Core 2 Event 0x03	Core 3 CycleCount	Core 3 Event 0x16	Core 3 Event 0x17	Core 3 Event 0x04	Core 3 Event 0x03	Core 4 CycleCount	Core 4 Event 0x62	Core 4 Event 0x16	Core 4 Event 0x14	Core 4 Event 0x04	Core 4 Event 0x08	Core 4 Event 0x11	Core 5 CycleCount	Core 5 Event 0x62	Core 5 Event 0x16	Core 5 Event 0x14	Core 5 Event 0x04	Core 5 Event 0x08	Core 5 Event 0x11	Core 6 CycleCount	Core 6 Event 0x62	Core 6 Event 0x16	Core 6 Event 0x14	Core 6 Event 0x04	Core 6 Event 0x08	Core 6 Event 0x11	Core 7 CycleCount	Core 7 Event 0x62	Core 7 Event 0x16	Core 7 Event 0x14	Core 7 Event 0x04	Core 7 Event 0x08	Core 7 Event 0x11	Average Utilisation	Core 0 Raw Utilisation	Core 1 Raw Utilisation	Core 2 Raw Utilisation	Core 3 Raw Utilisation	Core 4 Raw Utilisation	Core 5 Raw Utilisation	Core 6 Raw Utilisation	Core 7 Raw Utilisation	Temperature 0	Temperature 1	Temperature 2	Temperature 3	Temperature 4
392	0.204901	2018-11-19 23:49:15	1542633555669	0.91	1.21375	0.02275	5.451222	1.2225	0.355602	0.99875	0.115768	1541723465	157890889	4552376	1216609859	17771419	567559317	13600878	777344	101936508	1756488	402232750	9846587	604894	68389097	1240251	392470945	9384667	605873	68254864	1229714	2734143386	2172104228	3926450846	2166166492	2376864359	4152084626	2734146243	2743137182	2405331911	1972736311	3729105542	4206229046	27416361	2743139426	2690484120	3409208860	3768688483	3828783112	3121703882	2024232151	2690485075	2816343754	2083422985	1640490941	4094856295	2627287337	1405690543	2816344541	cpu  2867451 102 459530 8145264 6058 48 4248 0 0 0	cpu0 46371 0 88579 1271218 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243697 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117097 1247410 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277156 1564 2 0 0 0 00 0 0 0 0	cpu4 669858 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651496 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670015 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645717 57 17205 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
393	0.204936	2018-11-19 23:49:15	1542633555874	0.91	1.21375	0.02548	5.483973	1.2225	0.355602	0.9975	0.115652	1582677883	159032547	4578945	1225160776	17894032	568752069	13630085	778773	102154101	1760011	404628053	9906729	608552	68828286	1246800	393280860	9405400	606807	68402919	1232350	3102937951	2175001104	3937856136	2197360961	2451794783	24763943	3102941078	3111932577	2414382161	1977973110	3787616911	43595106	344323534	3111933299	3059280354	3424491652	3777588938	3899952093	3316780702	2422442066	3059282135	3185135768	2089719013	1644294759	4154026844	2789585263	1719539442	3185136485	cpu  2867536 102 459548 8145323 6058 48 4248 0 0 0	cpu0 46374 0 88596 1271218 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243717 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117097 1247430 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277176 1564 2 0 0 0 00 0 0 0 0	cpu4 669878 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651516 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670035 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645738 57 17205 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
394	0.205099	2018-11-19 23:49:16	1542633556079	0.91	1.21375	0.03458	5.471843	1.2225	0.356824	0.9975	0.115652	1623684083	160158319	4603450	1233823157	18018620	570612008	13677004	781304	102496547	1765421	406345857	9949275	610766	69145882	1251397	393901142	9420735	607539	68513424	1234240	3472039106	2177871284	3949452174	2229221353	2528379292	196113810	3472042747	3481034832	2424011951	1983442518	3851241226	184067792	681317653	3481035952	3428389095	3439674371	3786296796	3969774516	3508184251	2813172104	3428390511	3554247649	2095981812	1648038496	4212432214	2949791977	2029346618	3554248612	cpu  2867623 102 459563 8145384 6058 48 4248 0 0 0	cpu0 46379 0 88611 1271218 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243737 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117097 1247450 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277196 1564 2 0 0 0 00 0 0 0 0	cpu4 669899 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651537 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670056 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645758 57 17205 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 66000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
395	0.205142	2018-11-19 23:49:16	1542633556284	0.91	1.21375	0.03458	5.471843	1.2225	0.356824	0.9975	0.115652	1657430530	161011571	4633040	1241157016	18124534	571664584	13703893	784626	102671283	1769205	407863212	9987187	613621	69416231	1255511	394139186	9426615	608224	68546752	1235058	3841280711	2180146865	3960138744	2275102937	2614283807	387092772	3841283292	3850278756	2433118191	1988670072	3909704747	316341207	997907120	3850280167	3797634020	3455253093	3795293823	4041646328	3705312968	3215631497	3797634845	3923497334	2102270278	1651819256	4271456637	3111722491	2342480630	3923498525	cpu  2867710 102 459575 8145448 6058 48 4249 0 0 0	cpu0 46384 0 88623 1271222 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243757 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117097 1247470 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277217 1564 2 0 0 0 00 0 0 0 0	cpu4 669919 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651557 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670076 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645779 57 17205 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
396	0.204971	2018-11-19 23:49:16	1542633556489	0.91	1.21375	0.03549	5.485186	1.2225	0.355602	0.9975	0.115652	1660142758	161082362	4636188	1241666547	18132627	572832855	13734312	785527	102889638	1772913	408925205	10017465	616779	69606185	1260106	394462171	9434955	608678	68604603	1236215	4210224481	2183072105	3971484671	2306191335	2688938474	554102513	4210227393	4219223761	2442620881	1994092696	3972475209	455255436	1331460948	4219224700	4166570514	3470523884	3804078394	4112003142	3898229577	3609455424	4166571523	4292429284	2108569184	1655595455	35347254	3273237174	2654832332	4292430290	cpu  2867792 102 459576 8145527 6058 48 4249 0 0 0	cpu0 46384 0 88623 1271241 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243777 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247489 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277237 1564 2 0 0 0 00 0 0 0 0	cpu4 669940 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651578 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670097 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645799 57 17206 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
397	0.20495	2018-11-19 23:49:16	1542633556694	0.91	1.21375	0.02912	5.491251	1.2225	0.353158	0.99875	0.115768	1662003639	161128702	4636812	1242047361	18137262	574132560	13768614	786134	103135075	1776871	409161218	10023465	616832	69650764	1260915	394795415	9444103	609338	68660650	1237517	284179224	2185980179	3982873676	2337289215	2763677825	721329385	284181992	293165485	2451744496	1999366530	4031722031	588768735	1650920483	293166937	240520634	3485918202	3813004521	4183364782	4093963136	4009052725	240521344	366377083	2114871881	1659413636	94727406	3436207416	2969995622	366377800	cpu  2867873 102 459577 8145608 6058 48 4249 0 0 0	cpu0 46384 0 88623 1271261 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243797 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247510 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277257 1564 2 0 0 0 00 0 0 0 0	cpu4 669960 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651598 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670117 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645819 57 17206 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
398	0.204967	2018-11-19 23:49:16	1542633556899	0.91	1.21375	0.02275	5.485186	1.2225	0.356824	0.99875	0.115768	1664105370	161183318	4637627	1242470404	18142849	575419388	13802103	786540	103382751	1780639	409381435	10029095	616871	69690768	1261621	395007373	9449700	609401	68698862	1238258	653138750	2188911334	3994244727	2368388343	2838402887	888517073	653141776	662139622	2461145986	2004744704	4093633837	726296626	1981264832	662140675	609490873	3501185772	3821807122	4253866293	4287253717	108658931	609492187	735349162	2121187410	1663197503	153624256	3597797817	3282487518	735349882	cpu  2867955 102 459577 8145688 6058 48 4249 0 0 0	cpu0 46384 0 88623 1271281 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243817 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247530 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277278 1564 2 0 0 0 00 0 0 0 0	cpu4 669981 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651619 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670138 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645839 57 17206 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
399	0.204973	2018-11-19 23:49:17	1542633557104	0.91	1.21375	0.02275	5.485186	1.2225	0.356824	0.99875	0.115768	1665204293	161213160	4638663	1242660811	18146173	576327440	13827093	787203	103548653	1783681	409943487	10044620	617565	69791727	1263497	395339784	9458595	609617	68760706	1239381	1022079120	2191801732	4005693855	2399676562	2913616892	1056820870	1022082217	1031076809	2470294220	2010013821	4153212678	859943563	2300948585	1031078068	978423936	3516594735	3830715900	30102420	187649046	507514906	978424973	1104283435	2127486811	1667014660	212995739	3760707396	3597529888	1104284174	cpu  2868037 102 459577 8145769 6058 48 4249 0 0 0	cpu0 46384 0 88623 1271301 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243837 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247550 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91242 1277298 1564 2 0 0 0 00 0 0 0 0	cpu4 670001 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651639 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670158 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645860 57 17206 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
400	0.20507	2018-11-19 23:49:17	1542633557309	0.91	1.21375	0.02184	5.481547	1.2225	0.356824	0.99875	0.115768	1667075072	161260513	4639351	1243031959	18151473	577571750	13860075	787845	103783862	1787666	410317712	10055253	618017	69859096	1265093	395600255	9465433	609834	68807116	1240315	1391163230	2194690443	4017372165	2431747484	2990773180	1229476684	1391166397	1400163165	2479630663	2015359081	4214425192	996536030	2629156452	1400164254	1347510202	3531912204	3839566951	100938930	381933021	904132112	1347510970	1473364326	2133794143	1670800681	272018842	3922725607	3910855728	1473365071	cpu  2868119 102 459579 8145850 6058 48 4249 0 0 0	cpu0 46384 0 88625 1271321 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118995 1243857 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247571 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277319 1564 2 0 0 0 00 0 0 0 0	cpu4 670022 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651660 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670179 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645880 57 17206 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
401	0.204877	2018-11-19 23:49:17	1542633557514	0.91	1.21375	0.02275	5.485186	1.2225	0.353158	0.9975	0.115652	1668873732	161305349	4639741	1243403276	18156043	579137084	13900701	788652	104085081	1792559	410517500	10060610	618052	69895926	1265829	395809987	9470849	609936	68845212	1241012	1759975210	2196969630	4028041642	2477567781	3076529831	1420151172	1759978527	1768973284	2488977535	2020700463	4275146259	1132185840	2953552042	1768974998	1716322672	3547513835	3848508990	172407956	578003870	1304454591	1716323742	1842181423	2140050853	1674548608	330661411	4083673028	4222105671	1842182134	cpu  2868201 102 459581 8145930 6058 48 4249 0 0 0	cpu0 46384 0 88625 1271341 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243877 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247591 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277339 1564 2 0 0 0 00 0 0 0 0	cpu4 670042 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651680 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670199 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645900 57 17207 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
402	0.205183	2018-11-19 23:49:17	1542633557719	0.91	1.21375	0.02275	5.508233	1.2225	0.351936	0.9975	0.115652	1670573276	161347504	4640040	1243752335	18160236	580279290	13931420	788997	104299495	1795973	410773406	10067154	618074	69943788	1266671	396022744	9476456	610006	68884014	1241739	2129334290	2199892881	4039403056	2508683146	3151260155	1587333464	2129336992	2138329856	2498267925	2026023183	40836538	1268121552	3279958230	2138331467	2085685808	3562854108	3857386120	243438711	772840980	1702215105	2085686539	2211547150	2146357127	1678339624	389701085	4245687639	240450120	2211547870	cpu  2868283 102 459582 8146011 6058 48 4249 0 0 0	cpu0 46384 0 88626 1271361 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243897 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247612 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277359 1564 2 0 0 0 00 0 0 0 0	cpu4 670063 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651701 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670220 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645921 57 17207 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
403	0.205021	2018-11-19 23:49:17	1542633557924	0.91	1.21375	0.02275	5.468204	1.2225	0.355602	0.99875	0.115768	1706008459	162340633	4670493	1251089437	18269228	582588421	13987021	792354	104727021	1801799	411902436	10095921	619714	70144899	1270200	396848050	9496824	610837	69040530	1244225	2498394025	2202816186	4050722152	2539664842	3225564334	1753533162	2498396642	2507394423	2507486294	2031320011	101470342	1402829426	3602286940	2507396646	2454747183	3578169168	3866219441	314143761	966688516	2097921513	2454748286	2580605601	2152659183	1682128820	448693106	112562832	553423638	2580606606	cpu  2868368 102 459596 8146074 6058 48 4249 0 0 0	cpu0 46388 0 88640 1271363 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243916 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247632 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277380 1564 2 0 0 0 00 0 0 0 0	cpu4 670083 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651721 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670240 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645941 57 17207 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 75000	sensor4 : 57000
404	0.205023	2018-11-19 23:49:18	1542633558129	0.91	1.21375	0.02275	5.468204	1.2225	0.355602	0.99875	0.115768	1747011844	163480239	4698796	1259646298	18392999	584932531	14042622	796133	105164590	1806626	413230109	10129043	624248	70367463	1275240	397095343	9502663	611150	69079956	1245032	2867425819	2205704749	4062051951	2570675585	3300021597	1920102275	2867429616	2876417547	2516717691	2036617708	161385222	1537780170	3925930187	2876419118	2823770383	3593438393	3875064426	384940722	1160749087	2494070698	2823771096	2949629825	2158919057	1685921354	507735021	274529238	866631315	2949630533	cpu  2868453 102 459614 8146133 6058 48 4249 0 0 0	cpu0 46392 0 88657 1271363 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243936 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247652 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277400 1564 2 0 0 0 00 0 0 0 0	cpu4 670104 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651742 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670261 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645961 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 75000	sensor4 : 57000
405	0.204877	2018-11-19 23:49:18	1542633558334	0.91	1.21375	0.03549	5.466991	1.2225	0.356824	0.99875	0.115768	1788004216	164607892	4722321	1268334025	18518833	586976083	14092767	798517	105551644	1811237	414515595	10163265	626799	70590525	1279880	397802553	9520386	611857	69211809	1247203	3236368815	2208618523	4073433391	2601856991	3374835966	2087462562	3236372039	3245363219	2526150595	2041997417	223706320	1675690102	4256326183	3245364454	3192709999	3608648559	3883820227	455120782	1353075712	2886647076	3192710707	3318565042	2165214537	1689688768	566476459	435684986	1178274382	3318565767	cpu  2868538 102 459631 8146194 6058 48 4249 0 0 0	cpu0 46395 0 88674 1271363 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243956 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247672 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277420 1564 2 0 0 0 00 0 0 0 0	cpu4 670124 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651762 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670281 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 645981 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
406	0.205008	2018-11-19 23:49:18	1542633558539	0.91	1.21375	0.03549	5.466991	1.2225	0.356824	0.99875	0.115768	1819127835	165394901	4749762	1275082325	18615993	589051053	14144487	802314	105934709	1816714	415695031	10194212	628817	70797394	1283976	398514426	9538232	612587	69344115	1249369	3605259598	2211466854	4085135563	2633984606	3452138758	2260446469	3605262127	3614251475	2535217217	2047235429	282321570	1808226882	278814549	3614253899	3561598260	3623996684	3892727763	526329528	1548293102	3285181555	3561599013	3687456660	2171479922	1693492105	625698545	598204204	1492553994	3687457367	cpu  2868625 102 459642 8146258 6058 48 4249 0 0 0	cpu0 46400 0 88685 1271368 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243975 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247692 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277440 1564 2 0 0 0 00 0 0 0 0	cpu4 670145 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651783 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670302 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646001 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
407	0.204938	2018-11-19 23:49:18	1542633558744	0.91	1.21375	0.03185	5.468204	1.2225	0.355602	0.99875	0.115768	1821577876	165458880	4751210	1275562733	18622535	589686436	14160473	802644	106054115	1818821	416559045	10217732	629873	70951956	1287043	398738638	9543903	612887	69383324	1250129	3974122170	2213764663	4095784245	2679759685	3537769943	2450829978	3974124842	3983120928	2544959377	2052729497	346306311	1949573451	617868701	3983122665	3930465903	3639449006	3901539311	596930561	1741861905	3680333344	3930466602	4056322775	2177734343	1697193337	683754537	757526520	1800670416	4056323501	cpu  2868707 102 459643 8146339 6058 48 4249 0 0 0	cpu0 46400 0 88685 1271388 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1243996 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247712 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277461 1564 2 0 0 0 00 0 0 0 0	cpu4 670165 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651803 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670322 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646022 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
408	0.204928	2018-11-19 23:49:18	1542633558949	0.91	1.21375	0.03185	5.468204	1.2225	0.355602	0.99875	0.115768	1822927187	165495051	4754227	1275802214	18627459	589934144	14166877	802771	106098892	1819563	417289558	10238245	630427	71083645	1289735	398900449	9547537	612930	69411098	1250612	48019099	2216666374	4107155745	2710901695	3612542241	2618102112	48022054	57013032	2553991541	2057944619	404491562	2081346611	933286100	57014341	4363630	3654829201	3910493138	668445545	1937967754	4080672101	4364332	130220417	2184022527	1701013297	743165444	920565214	2115959994	130221827	cpu  2868789 102 459643 8146419 6058 48 4249 0 0 0	cpu0 46400 0 88686 1271408 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244016 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247732 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277481 1564 2 0 0 0 00 0 0 0 0	cpu4 670186 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651824 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670343 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646042 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
409	0.205107	2018-11-19 23:49:19	1542633559154	0.91	1.21375	0.02275	5.47063	1.2225	0.356824	0.99875	0.115768	1825511136	165563049	4755891	1276304864	18635074	590711753	14186771	803046	106247513	1821988	418080811	10259610	631084	71229144	1292413	399240717	9556537	613207	69474456	1251789	417186239	2219590262	4118516441	2741943840	3687120269	2784955968	417189125	426178512	2563505114	2063372517	467367069	2220374094	1267080951	426179813	373531312	3670141922	3919294058	738932419	2131247789	180258872	373532622	499389419	2190313258	1704782975	801943593	1081885615	2427948466	499390484	cpu  2868871 102 459644 8146500 6058 48 4249 0 0 0	cpu0 46400 0 88687 1271427 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244036 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247752 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277502 1564 2 0 0 0 00 0 0 0 0	cpu4 670206 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651844 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670363 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646063 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
410	0.20502	2018-11-19 23:49:19	1542633559359	0.91	1.21375	0.02275	5.471843	1.2225	0.356824	0.99875	0.115768	1827505975	165613673	4756377	1276714249	18640104	591490152	14206095	803239	106396947	1824230	418974335	10285007	632013	71390846	1295905	399454793	9562171	613320	69512800	1252518	786192459	2222497781	4129910547	2773139445	3762044424	2952568856	786195820	795183294	2572617970	2068634636	526425218	2353576328	1585831721	795184691	742532280	3685527193	3928229754	810370338	2327231670	580364412	742533026	868388119	2196615083	1708590493	861202955	1244586900	2742601152	868388857	cpu  2868953 102 459645 8146581 6058 48 4249 0 0 0	cpu0 46400 0 88688 1271447 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244056 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247772 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277522 1564 2 0 0 0 00 0 0 0 0	cpu4 670227 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651865 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670384 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646083 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
411	0.204958	2018-11-19 23:49:19	1542633559564	0.91	1.21375	0.02275	5.453648	1.2225	0.356824	0.99875	0.115768	1829831064	165674463	4757559	1277175523	18646832	592363623	14227311	803611	106564112	1826731	419592352	10302113	632374	71504770	1298133	399666529	9567533	613436	69550899	1253201	1155098192	2225394147	4141356703	2804443336	3837274179	3120893828	1155101381	1164093201	2582057127	2074019865	588513999	2491418873	1916899228	1164094678	1111443899	3700869496	3937053379	881005877	2520965041	975871513	1111444617	1237304704	2202887519	1712357391	919971093	1405896284	3054555928	1237305425	cpu  2869035 102 459646 8146661 6058 48 4249 0 0 0	cpu0 46400 0 88688 1271467 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244077 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247793 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277542 1564 2 0 0 0 00 0 0 0 0	cpu4 670247 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651885 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670404 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646104 57 17208 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
