Sample Count	Delta Time	Time Stamp	Time Milliseconds	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Core 0 CycleCount	Core 0 Event 0x16	Core 0 Event 0x17	Core 0 Event 0x04	Core 0 Event 0x03	Core 1 CycleCount	Core 1 Event 0x16	Core 1 Event 0x17	Core 1 Event 0x04	Core 1 Event 0x03	Core 2 CycleCount	Core 2 Event 0x16	Core 2 Event 0x17	Core 2 Event 0x04	Core 2 Event 0x03	Core 3 CycleCount	Core 3 Event 0x16	Core 3 Event 0x17	Core 3 Event 0x04	Core 3 Event 0x03	Core 4 CycleCount	Core 4 Event 0x62	Core 4 Event 0x16	Core 4 Event 0x14	Core 4 Event 0x04	Core 4 Event 0x08	Core 4 Event 0x11	Core 5 CycleCount	Core 5 Event 0x62	Core 5 Event 0x16	Core 5 Event 0x14	Core 5 Event 0x04	Core 5 Event 0x08	Core 5 Event 0x11	Core 6 CycleCount	Core 6 Event 0x62	Core 6 Event 0x16	Core 6 Event 0x14	Core 6 Event 0x04	Core 6 Event 0x08	Core 6 Event 0x11	Core 7 CycleCount	Core 7 Event 0x62	Core 7 Event 0x16	Core 7 Event 0x14	Core 7 Event 0x04	Core 7 Event 0x08	Core 7 Event 0x11	Average Utilisation	Core 0 Raw Utilisation	Core 1 Raw Utilisation	Core 2 Raw Utilisation	Core 3 Raw Utilisation	Core 4 Raw Utilisation	Core 5 Raw Utilisation	Core 6 Raw Utilisation	Core 7 Raw Utilisation	Temperature 0	Temperature 1	Temperature 2	Temperature 3	Temperature 4
20	0.20455	2018-11-19 23:47:59	1542633479498	0.91	1.21375	0.01911	5.453648	1.2175	0.268957	0.99875	0.0998	321895064	8812978	446811	62808612	1024560	131192069	3029104	269748	23477689	479306	78814652	1850500	186352	12539552	262249	120745372	2944253	278020	21136132	469548	3208348997	46902859	43410929	773443604	1190911353	3531110670	3208351726	3186805840	26598986	43519872	425174020	1154306974	2237353123	3186806542	3182812871	20124127	98871713	358864578	833999918	2222874659	3182813577	3286283927	44889006	41180584	447913074	1170347663	2275635500	3286284673	cpu  2836663 102 457209 8117852 6049 47 4241 0 0 0	cpu0 45745 0 86637 1266291 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236246 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1239923 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269641 1564 2 0 0 0 00 0 0 0 0	cpu4 662293 32 9022 768042 410 0 3 0 0 000 0 0 0 0	cpu5 643916 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662456 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638267 57 17048 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 63000	sensor1 : 60000	sensor2 : 67000	sensor3 : 67000	sensor4 : 51000
21	0.204416	2018-11-19 23:47:59	1542633479702	0.91	1.21375	0.03003	5.4585	1.2175	0.271391	0.99875	0.100798	362805599	9942271	469816	71488796	1152230	133213464	3079567	272007	23861265	484005	79836239	1877292	187873	12720415	265509	121750600	2969263	279175	21322013	472515	3576165032	55964783	53185342	865310356	1457996762	4052745466	3576167729	3554742693	29803386	48625360	473524875	1288368728	2496664908	3554743947	3550738884	22454877	109340006	399141456	929709998	2477738657	3550739609	3654213528	49523566	46084744	501534607	1318682852	2562455759	3654214622	cpu  2836750 102 457224 8117912 6049 47 4241 0 0 0	cpu0 45750 0 86652 1266291 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236265 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1239943 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269661 1564 2 0 0 0 00 0 0 0 0	cpu4 662313 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 643937 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662477 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638287 57 17048 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 63000	sensor1 : 60000	sensor2 : 67000	sensor3 : 67000	sensor4 : 51000
22	0.204459	2018-11-19 23:47:59	1542633479907	0.91	1.21375	0.03185	5.487612	1.2175	0.270174	0.99875	0.102794	396618861	10799465	501574	78880589	1263070	135553608	3138878	276524	24294242	490733	81003933	1907848	189600	12929808	269379	122834933	2996248	280706	21521919	475721	3944143222	65045807	62980735	957291678	1725411545	280067717	3944146017	3922605249	33025855	53723672	521808280	1422229767	2755587000	3922606249	3918606375	25088532	121003692	436485725	1017948388	2712281717	3918607128	4022085664	54089368	50941735	554384106	1464837808	2845047846	4022086371	cpu  2836834 102 457236 8117975 6049 47 4241 0 0 0	cpu0 45755 0 86664 1266295 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236285 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1239963 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269681 1564 2 0 0 0 00 0 0 0 0	cpu4 662333 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 643957 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662497 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638307 57 17048 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 64000	sensor1 : 60000	sensor2 : 68000	sensor3 : 68000	sensor4 : 52000
23	0.204454	2018-11-19 23:48:0	1542633480111	0.91	1.21375	0.03185	5.487612	1.2175	0.275042	0.99875	0.103792	399651907	10879232	505633	79457234	1273003	136224713	3154803	276861	24422092	492787	81844100	1930633	190611	13080393	272324	123284671	3007686	281357	21602890	476977	17251267	74146442	72794928	1049520887	1993584122	803815942	17253858	4290672384	36256367	58869306	570728961	1557958702	3018141407	4290673123	4286673808	27376814	131523857	477148060	1114642572	2969802969	4286674515	95178697	58647416	55801041	607157997	1610856623	3127397050	95180100	cpu  2836917 102 457237 8118055 6049 47 4241 0 0 0	cpu0 45755 0 86665 1266314 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236305 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1239983 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269701 1564 2 0 0 0 00 0 0 0 0	cpu4 662353 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 643977 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662517 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638328 57 17048 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 65000	sensor1 : 61000	sensor2 : 68000	sensor3 : 68000	sensor4 : 52000
24	0.204431	2018-11-19 23:48:0	1542633480316	0.91	1.21375	0.03185	5.487612	1.2175	0.275042	0.99875	0.103792	400611734	10905971	506706	79627531	1276030	136589900	3164703	277561	24487147	494127	82494578	1948419	191084	13196968	274681	123519661	3014025	281997	21639148	477916	385150674	83241212	82601056	1141595689	2261382453	1326852815	385153158	363608127	39479267	63977480	619070456	1692049928	3277519278	363609207	359610631	30058803	143202343	514292691	1202413291	3203084518	359611342	463086835	63189006	60646341	659724591	1756260562	3408553431	463087571	cpu  2836998 102 457237 8118135 6049 47 4241 0 0 0	cpu0 45755 0 86665 1266334 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236325 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240003 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269721 1564 2 0 0 0 00 0 0 0 0	cpu4 662374 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 643998 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662538 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638348 57 17048 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 65000	sensor1 : 61000	sensor2 : 69000	sensor3 : 69000	sensor4 : 52000
25	0.204377	2018-11-19 23:48:0	1542633480520	0.91	1.21375	0.02002	5.487612	1.2175	0.26774	0.99875	0.10479	402624201	10956628	508035	80022128	1281790	137366023	3184800	277916	24635305	496628	83349225	1970887	191662	13350102	277572	123735360	3019847	282177	21677251	478740	753104382	92357460	92459790	1233945458	2530005060	1851509469	753106698	731556204	42712813	69128456	668056760	1827929160	3540362120	731557141	727555721	32300875	153761543	555165366	1299596828	3461895753	727556439	831034107	67733506	65502431	712354354	1901885540	3690150939	831034839	cpu  2837080 102 457238 8118216 6049 47 4241 0 0 0	cpu0 45755 0 86665 1266354 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236345 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240024 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269742 1564 2 0 0 0 00 0 0 0 0	cpu4 662394 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644018 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662558 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638368 57 17049 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 65000	sensor1 : 61000	sensor2 : 69000	sensor3 : 69000	sensor4 : 52000
26	0.20438	2018-11-19 23:48:0	1542633480725	0.91	1.21375	0.02002	5.492464	1.2175	0.271391	0.99875	0.10479	404288445	10997749	508463	80358010	1286170	138114530	3203808	278201	24778380	498744	84091391	1991080	192051	13486349	280148	123951224	3025471	282294	21715455	479485	1121085800	101450324	102274126	1326050683	2797839376	2374610572	1121088298	1099544991	45937639	74249555	716527825	1962393484	3800474147	1099546123	1095547854	35029728	165394266	592061612	1386820283	3693747600	1095548618	1199025509	72271374	70347373	764854070	2047104450	3970950024	1199026231	cpu  2837161 102 457240 8118297 6049 47 4241 0 0 0	cpu0 45755 0 86666 1266374 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236366 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240044 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269762 1564 2 0 0 0 00 0 0 0 0	cpu4 662415 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644039 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662579 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638388 57 17049 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 61000	sensor2 : 69000	sensor3 : 69000	sensor4 : 53000
27	0.204409	2018-11-19 23:48:0	1542633480929	0.91	1.21375	0.02002	5.513085	1.2175	0.272608	0.99875	0.10479	406016490	11040894	508929	80706691	1290889	138992387	3226868	278783	24942803	501439	84900159	2013588	192432	13635153	283083	124225983	3032332	282368	21765712	480363	1488979096	110575707	112119899	1418443274	3066508556	2899345282	1488981873	1467433920	49164398	79378336	765295290	2097644050	4062101889	1467435463	1463441447	37239602	175983096	633059373	1484301306	3953362195	1463443055	1566915477	76811808	75195037	817370780	2192354708	4251797783	1566916183	cpu  2837243 102 457240 8118377 6049 47 4241 0 0 0	cpu0 45755 0 86666 1266394 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236386 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240064 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269782 1564 2 0 0 0 00 0 0 0 0	cpu4 662435 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644059 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662599 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638408 57 17050 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 62000	sensor2 : 70000	sensor3 : 70000	sensor4 : 53000
28	0.204442	2018-11-19 23:48:1	1542633481133	0.91	1.21375	0.02002	5.528854	1.21625	0.26752	0.99875	0.106786	409983369	11144785	519125	81367094	1305892	139934073	3250408	279405	25121676	504218	86779709	2069143	196319	13975757	292558	124934154	3053431	284236	21882431	483493	1857094856	119687875	121945582	1510734070	3334892362	3423512455	1857097443	1835546101	52390171	84498600	813700946	2231897191	26831250	1835547316	1831543511	39873025	187051137	671343218	1574950385	4194461648	1831544224	1935021402	81345083	80036774	869817988	2337412269	237311328	1935022701	cpu  2837325 102 457242 8118455 6049 47 4241 0 0 0	cpu0 45756 0 86667 1266412 214 30 4236 0 0 0 0 0 0	cpu1 62701 0 118948 1236406 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240083 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269803 1564 2 0 0 0 00 0 0 0 0	cpu4 662456 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644080 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662620 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638428 57 17050 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 62000	sensor2 : 70000	sensor3 : 70000	sensor4 : 53000
29	0.204467	2018-11-19 23:48:1	1542633481338	0.91	1.21375	0.02002	5.528854	1.21625	0.26752	0.99875	0.106786	415006525	11286681	522862	82328049	1320377	140624433	3268168	281205	25238582	506582	88368349	2112567	202283	14268969	299675	125171779	3059588	284415	21923985	484239	2225103746	128815848	131795568	1603177905	3603752257	3948646519	2225106228	2203553743	55624664	89634405	862584249	2367483595	289103259	2203554681	2199558108	42194419	198221230	711003226	1669112874	150139607	2199558838	2303032115	85892627	84896432	922435918	2482958870	518739879	2303033080	cpu  2837407 102 457242 8118534 6049 47 4242 0 0 0	cpu0 45756 0 86667 1266431 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118948 1236426 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240103 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269823 1564 2 0 0 0 00 0 0 0 0	cpu4 662476 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644100 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662640 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638449 57 17050 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 62000	sensor2 : 70000	sensor3 : 70000	sensor4 : 53000
30	0.204494	2018-11-19 23:48:1	1542633481542	0.91	1.21375	0.02093	5.503381	1.21625	0.272384	0.99875	0.106786	449664870	12262412	552613	89496935	1426126	142431140	3313122	283388	25579270	511529	89826801	2150165	204369	14534040	303795	125825987	3076540	285841	22039613	486463	2593063524	137917402	141611788	1695378048	3871851795	177292028	2593065983	2571518678	58845333	94748899	910979766	2501659445	548630273	2571519419	2567626780	44690258	208916361	750285557	1762285604	398102224	2567627738	2671098053	90413854	89724658	974760578	2627590823	798378483	2671098813	cpu  2837494 102 457255 8118597 6049 47 4242 0 0 0	cpu0 45761 0 86680 1266434 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118948 1236446 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240123 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269843 1564 2 0 0 0 00 0 0 0 0	cpu4 662497 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644120 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662661 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638469 57 17050 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 62000	sensor2 : 70000	sensor3 : 70000	sensor4 : 53000
31	0.204402	2018-11-19 23:48:1	1542633481747	0.91	1.21375	0.02912	5.526428	1.2175	0.271391	0.99875	0.106786	490540245	13406745	578787	98020047	1549037	143334123	3335814	284152	25745660	514129	91546199	2193441	206913	14849612	308408	127084741	3107995	287558	22275058	489914	2960970036	146989613	151392444	1787285899	4139060335	699168404	2960972721	2939432820	62071699	99861253	959617773	2636522019	809495542	2939433522	2935438534	47139892	220373030	788718292	1853272430	640098746	2935439298	3038910165	94946967	94565894	1027186422	2772572034	1078696496	3038911105	cpu  2837578 102 457271 8118657 6049 47 4242 0 0 0	cpu0 45765 0 86696 1266434 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118948 1236466 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240143 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269863 1564 2 0 0 0 00 0 0 0 0	cpu4 662517 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644140 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662681 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638489 57 17050 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 62000	sensor2 : 70000	sensor3 : 70000	sensor4 : 53000
32	0.20437	2018-11-19 23:48:1	1542633481951	0.91	1.21375	0.03367	5.525215	1.2175	0.273825	0.99875	0.106786	531421212	14535366	604855	106623948	1673703	145512623	3391507	287806	26140940	521232	92438132	2216457	208472	15003149	311163	128852347	3153023	290054	22601747	494905	3328875433	156059579	161164113	1879112459	111008644	1220456648	3328877893	3307331576	65296701	104980989	1008148833	2771024421	1069653786	3307332577	3303337001	49557620	230913635	828511993	1947796934	891769232	3303337732	3406815208	99477466	99409944	1079597232	2917494583	1358918369	3406816255	cpu  2837663 102 457290 8118716 6049 47 4242 0 0 0	cpu0 45768 0 86713 1266434 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236485 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240163 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269883 1564 2 0 0 0 00 0 0 0 0	cpu4 662537 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644161 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662701 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638509 57 17050 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 62000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
33	0.205045	2018-11-19 23:48:2	1542633482156	0.91	1.21375	0.03367	5.525215	1.2175	0.273825	0.99875	0.106786	564859325	15377803	635914	113923756	1780549	146792428	3424567	292203	26358655	526222	93708592	2247378	210832	15228290	314046	128968110	3155339	290141	22617365	495220	3697813528	165173150	170990110	1971420555	379382301	1744608298	3697816155	3676275127	68521696	110101814	1056586275	2905279550	1329330202	3676276223	3672283390	52104537	242565873	866521411	2037705717	1130828187	3672284113	3775765303	104025476	104273090	1132216687	3062933740	1640098203	3775766023	cpu  2837749 102 457301 8118780 6049 47 4243 0 0 0	cpu0 45773 0 86724 1266438 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236505 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240183 1324 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269903 1564 2 0 0 0 00 0 0 0 0	cpu4 662558 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644181 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662722 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638529 57 17051 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 62000	sensor2 : 70000	sensor3 : 71000	sensor4 : 54000
34	0.204456	2018-11-19 23:48:2	1542633482361	0.91	1.21375	0.03276	5.504594	1.2175	0.270174	0.99875	0.107784	567476142	15443222	639173	114425555	1788134	148725501	3477509	295231	26713905	533708	94853965	2275629	214369	15457167	318726	129196487	3160937	290511	22656509	495984	4065988586	174181134	180694961	2062629947	644595604	2262564613	4065990988	4044453704	71759978	115235629	1105457108	3040817935	1591506748	4044454806	4040458020	54460293	253100201	906827248	2133560909	1386108621	4040459048	4143939549	108727040	109176847	1186307573	3212631109	1929587899	4143940539	cpu  2837831 102 457303 8118859 6050 47 4243 0 0 0	cpu0 45773 0 86725 1266457 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236525 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240202 1325 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269924 1564 2 0 0 0 00 0 0 0 0	cpu4 662578 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644202 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662742 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638549 57 17051 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 62000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
35	0.20443	2018-11-19 23:48:2	1542633482565	0.91	1.21375	0.02366	5.533706	1.2175	0.270174	0.99875	0.107784	569749497	15500424	640533	114873726	1794325	150102758	3514605	296254	26970552	538541	95361572	2288962	214626	15554654	320273	129410202	3166384	290665	22694740	496686	138844635	183170017	190378927	2153654849	909283207	2779494010	138847337	117311581	74981156	120342001	1153771155	3174824082	1850717892	117312300	113318389	57073698	264777846	944337638	2222279536	1621968730	113319130	216793868	113483751	114113478	1241324006	3364968611	2224219467	216794577	cpu  2837912 102 457303 8118939 6050 47 4243 0 0 0	cpu0 45773 0 86725 1266477 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236545 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240222 1325 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269944 1564 2 0 0 0 00 0 0 0 0	cpu4 662599 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644222 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662763 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638569 57 17052 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 63000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
36	0.204256	2018-11-19 23:48:2	1542633482769	0.91	1.21375	0.02093	5.53128	1.2175	0.272608	0.99875	0.107784	571595367	15545049	640924	115254205	1798794	151224835	3543864	296646	27186098	542155	95558295	2293991	214654	15590489	320898	129620576	3171809	290751	22732873	497356	506784520	192254857	200170965	2245673255	1176914951	3302199115	506787461	485241457	78212452	125468803	1202561271	3310164451	2112516751	485242152	481236836	59377295	275295639	984906945	2318754756	1878896683	481237569	584713084	118127462	119024537	1295121456	3513843044	2512096740	584713799	cpu  2837994 102 457304 8119019 6050 47 4243 0 0 0	cpu0 45773 0 86725 1266496 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236565 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240243 1325 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269964 1564 2 0 0 0 00 0 0 0 0	cpu4 662619 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644243 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662783 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638589 57 17052 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 63000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
37	0.20451	2018-11-19 23:48:2	1542633482974	0.91	1.21375	0.02002	5.534919	1.21625	0.26752	0.99875	0.108782	573362376	15588234	641449	115609976	1803341	152517743	3578337	297149	27434149	546261	95872853	2301777	214680	15650211	321923	129830392	3177171	290808	22770972	498034	874843381	201355284	209978190	2337748967	1444719639	3825268618	874846332	853304351	81445073	130587594	1250972341	3444433505	2372239885	853305064	849306108	62049051	286971485	1022126111	2406698383	2112648137	849306867	952785086	122714502	123909035	1348238202	3660751109	2796156861	952785801	cpu  2838075 102 457304 8119100 6050 47 4243 0 0 0	cpu0 45773 0 86725 1266516 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236585 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240263 1325 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1269985 1564 2 0 0 0 00 0 0 0 0	cpu4 662640 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644263 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662804 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638609 57 17053 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 63000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
38	0.204321	2018-11-19 23:48:3	1542633483178	0.91	1.21375	0.02002	5.534919	1.21625	0.26752	0.99875	0.108782	573531589	15592925	641679	115636659	1803996	153402177	3602485	297642	27598478	549196	96091780	2307800	214831	15690327	322745	129924747	3179400	290837	22786474	498323	1242667520	210469755	219810992	2430093338	1713299948	54862074	1242670436	1221118633	84662969	135711991	1299602133	3579355869	2633230529	1221119978	1217118562	64308475	297518686	1062948970	2503749481	2371097679	1217119260	1320591697	127265824	128759754	1400976869	3806662612	3078288674	1320592417	cpu  2838157 102 457305 8119181 6050 47 4243 0 0 0	cpu0 45773 0 86725 1266537 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236605 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240283 1325 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91213 1270005 1564 2 0 0 0 00 0 0 0 0	cpu4 662660 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644284 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662824 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638630 57 17053 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 63000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
39	0.204594	2018-11-19 23:48:3	1542633483383	0.91	1.21375	0.02002	5.530067	1.2175	0.270174	0.99875	0.108782	575297528	15636382	642075	115996990	1808753	154815299	3640953	298485	27866595	554130	96357037	2315060	214896	15739005	323635	130135851	3184887	290921	22825164	499008	1610919660	219571410	229623409	2522243483	1981323610	578364205	1610922222	1589357747	87904917	140845376	1348278338	3714343152	2894344210	1589359096	1585352018	67024419	309186551	1099962621	2591291154	2603825282	1585352727	1688829779	131814000	133612018	1453613433	3952316312	3359932986	1688830495	cpu  2838239 102 457305 8119261 6050 47 4243 0 0 0	cpu0 45773 0 86725 1266556 214 30 4237 0 0 0 0 0 0	cpu1 62701 0 118949 1236625 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117075 1240304 1325 9 0 0 0 0 0 0 0 0	cpu3 59137 0 91214 1270025 1564 2 0 0 0 00 0 0 0 0	cpu4 662681 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 644304 3 7274 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 662845 10 9990 766681 374 0 0 0 0 000 0 0 0 0	cpu7 638650 57 17053 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 63000	sensor2 : 71000	sensor3 : 71000	sensor4 : 54000
